Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000005339	470.231860597972	0.215706915196195	0.112418143675657	1.91879093661732	0.0550107973421578	0.276784309993201
ENSG00000005436	246.383792386478	-0.0788116549094142	0.147850355492533	-0.533050154981834	0.593998861947856	0.848855317625217
ENSG00000005448	333.094882474583	0.110032612674809	0.111720449843798	0.984892316748203	0.324676967784878	0.672560748773351
ENSG00000005469	228.463091624413	0.116890800426988	0.142416150712267	0.820769272602729	0.411777704179754	0.737159986614599
ENSG00000005483	624.006239587692	0.136223176681117	0.0928129715509901	1.46771700555108	0.142181109509356	0.460732629788671
ENSG00000005486	583.790034297269	0.0102123760574201	0.102691173684161	0.0994474567875666	0.920783004414496	0.978426255620733
ENSG00000005700	387.237711261796	0.00908282893510406	0.111005942576874	0.0818229071728661	0.93478753985985	0.982069100004587
ENSG00000005801	220.031410824424	-0.0633811006042329	0.163240690435145	-0.3882677807554	0.697817877869472	0.893670088116869
ENSG00000005810	422.644676243133	0.0196059895105508	0.113519308073265	0.172710614989805	0.862878899628979	0.962222324049772
ENSG00000005812	1143.02397643649	0.430345838566386	0.0981118290260339	4.386278829357	1.15306294173762e-05	0.000380758076498183
ENSG00000005882	282.972905313386	0.286464674906044	0.144586504936212	1.98126841113162	0.0475611809007867	0.253676552315468
ENSG00000005884	5144.9714718553	-0.262360122333292	0.0851337312749475	-3.08174114307259	0.00205793713167875	0.027535881402994
ENSG00000005889	533.608844779487	0.164001987032907	0.109126906722771	1.50285563806498	0.132876274787323	0.446071702522612
ENSG00000005893	1368.61770475137	0.0571581068357657	0.0851957459225941	0.670903297069522	0.50228213583583	0.795667378592173
ENSG00000005955	789.392854519849	-0.106848405175676	0.102357414865726	-1.04387557380031	0.296542960597018	0.646120581226511
ENSG00000005961	26.9237864458758	-0.0672439300298718	0.389886305851959	-0.172470612639071	0.863067562864494	0.96226301785567
ENSG00000006007	843.078194166903	0.0188330468429929	0.099024669854438	0.190185404007675	0.849163848295592	0.958148691778747
ENSG00000006015	291.324120620756	0.181462202759873	0.140306309526567	1.29332888429734	0.195897334751651	0.534174777980093
ENSG00000006025	329.573199534518	0.442192156036992	0.174123974238477	2.53952482977085	0.0111003165733297	0.0966237450414858
ENSG00000006042	31.3927483789045	0.284697499622321	0.31679970983214	0.898667172937662	0.368829967310543	0.706169105831746
ENSG00000006062	360.623527940623	-0.599180661071334	0.114160327171679	-5.24858920709174	1.53268418079848e-07	8.50363561031299e-06
ENSG00000006114	259.006584970764	-0.159386221920487	0.132355452258385	-1.2042286071399	0.228501231919718	0.575176471817831
ENSG00000006118	654.831456195588	-0.00604790477478096	0.133421948637085	-0.0453291593816516	0.963844945494392	0.990416957127464
ENSG00000006125	3547.71776014491	-0.046698406883683	0.106812241882721	-0.437200886907305	0.661965666594679	0.879435216262616
ENSG00000006194	223.853759666566	-0.137764722871011	0.133933992816436	-1.02860162662234	0.303666913286877	0.651955206285053
ENSG00000006282	632.611421766484	0.113360603696773	0.0967090476093919	1.17218198812831	0.24112399831214	0.590173899520796
ENSG00000006327	1627.93323009805	-0.514499048686483	0.104286903633531	-4.93349625658134	8.07705908438885e-07	3.76837639175824e-05
ENSG00000006432	373.954277404929	-1.26099007147652	0.11283554049705	-11.175468880831	5.37656773958055e-29	2.54704557109283e-26
ENSG00000006451	1481.47091111707	-0.0586556427756895	0.0918484914832026	-0.638613022690923	0.523074707391031	0.80874880660506
ENSG00000006453	686.340242197432	-0.218737007981329	0.0897983595347195	-2.43586864074902	0.0148560783617201	0.120145973198494
ENSG00000006459	28.8143300489369	-0.0382024243427017	0.356528893936755	-0.107150991104464	0.914669194932937	0.976847348824156
ENSG00000006530	369.688204623575	0.0245799424919678	0.111723041171547	0.220007817852238	0.825865066106712	0.950102441589047
ENSG00000006534	820.836528401551	0.323675733685869	0.105103982128296	3.07957631225402	0.00207295256710851	0.0276925778406458
ENSG00000006555	246.92891444284	-0.0775132135798424	0.127679046557145	-0.607094238796261	0.543788373319986	0.820713318733276
ENSG00000006576	878.613472282924	-0.174185887301908	0.116000746749697	-1.5015928102408	0.133202301301929	0.446740146986091
ENSG00000006607	74.002503318269	-0.349721251142737	0.22461361294472	-1.55699045377453	0.119472751913589	0.425793499149204
ENSG00000006625	1390.6209590381	0.0300977940399207	0.105474581533172	0.285355899046207	0.775371490942846	0.927446910217603
ENSG00000006634	669.684855693213	0.0577729814997144	0.10233159855289	0.564566393144485	0.572368729229485	0.838371463660313
ENSG00000006652	699.78453212704	-0.14684123227536	0.093521370562422	-1.57013558924854	0.116383570466157	0.419273599716776
ENSG00000006695	175.971256078947	0.0684861200209484	0.138630511032922	0.494019098037402	0.621292691875023	0.861957883062024
ENSG00000006704	567.674121154777	-0.0208836714700434	0.105854595702954	-0.197286393957296	0.843603426155888	0.95572694995972
ENSG00000006712	1807.53277841642	0.0354408382347418	0.0980198325773131	0.361568034783041	0.717674855276819	0.902195749706566
ENSG00000006715	608.190280203015	0.0300490678780892	0.111252430338509	0.270098080434366	0.787084798841323	0.933691945230529
ENSG00000006740	9.69257612843914	-0.534686699315968	0.513572388921035	-1.04111262764591	0.297823279586732	NA
ENSG00000006744	1042.25459893559	-0.107891069799049	0.0918197663695584	-1.17503097715155	0.239982322847137	0.589201879058959
ENSG00000006756	298.251099033775	-0.0552925829722046	0.129387354252046	-0.427341476234955	0.669130627206393	0.882300008101253
ENSG00000006757	347.494865852553	-0.00728737525570955	0.111254827579789	-0.0655016543033449	0.947774589222904	0.986067561860734
ENSG00000006831	1436.79245684545	-0.120895002423748	0.0819373867642084	-1.47545592064887	0.140090010632301	0.458302061666665
ENSG00000006837	24.5838893620676	0.907848359947153	0.465634874139959	1.94970009843866	0.051211874587582	NA
ENSG00000007038	171.10669491316	-0.112629764998485	0.143148579131725	-0.786803233966044	0.431397060077241	0.74986135887262
ENSG00000007047	606.84684349328	-0.0803936578042425	0.117633395442967	-0.683425463504708	0.494338034368566	0.791056459570953
ENSG00000007080	1498.0746083749	0.0384021204177975	0.116129050179341	0.330684874787938	0.74088252831717	0.912362537620734
ENSG00000007168	1616.57219792268	-0.170991421189491	0.101807508176188	-1.67955609809813	0.0930437155058905	0.371722167981204
ENSG00000007202	1225.37701429034	-0.155034221111932	0.125083032736476	-1.23945044919527	0.215178728274538	0.558322392280911
ENSG00000007255	172.642858883853	0.187874786905734	0.182277811134949	1.03070574380905	0.302678830415509	0.650968247638873
ENSG00000007341	234.428730441397	0.0261224488758926	0.138443369626932	0.188686890143498	0.850338227169652	0.95874601779774
ENSG00000007372	19.1661642565564	0.0747354963901076	0.430650325335059	0.173541019229374	0.862226188299692	NA
ENSG00000007376	334.907056475513	-0.236988655164745	0.132806101854765	-1.78447113389348	0.0743471412895091	0.328102378811495
ENSG00000007384	247.793706930409	-0.180877347673411	0.138551859596784	-1.30548480691492	0.191727817258078	0.529012438433635
ENSG00000007392	255.795106623894	-0.270827436627923	0.148238617788414	-1.82696952162955	0.0677043520990537	0.312093751797921
ENSG00000007402	13.4692210053782	0.474522310615843	0.711621972929142	0.666817957661761	0.504888420755334	NA
ENSG00000007516	8.00851447618322	1.59068922456594	0.854093596977927	1.86242963323263	0.0625425554234791	NA
ENSG00000007520	413.051680010136	0.206152369148647	0.120960431812905	1.70429590948809	0.088325818794351	0.36081080625488
ENSG00000007541	469.136224233804	0.0169355781394832	0.107634186812364	0.157343857384333	0.874973857503821	0.965913073871498
ENSG00000007545	122.844764151813	0.182616369491295	0.18887003517689	0.966889053206679	0.333599499569983	0.680375029505083
ENSG00000007866	610.574258628451	0.00877035519464404	0.117586407109373	0.0745864714319086	0.940543738371886	0.983756455761726
ENSG00000007923	484.818591392621	-0.311783440880516	0.113838200644563	-2.73882966451654	0.00616583095223233	0.0635303342473729
ENSG00000007944	119.209195687547	0.792547516963666	0.190500984933416	4.16033290977827	3.17784037942173e-05	0.000925330022537529
ENSG00000007968	350.264423672476	0.350015714379365	0.105998093051168	3.302094446269	0.000959657512616657	0.0149432384107451
ENSG00000008018	1689.65639464675	0.0794468533276805	0.0832404970746753	0.95442550344706	0.339868301834912	0.684823627681273
ENSG00000008083	461.085812878218	0.183100611757214	0.106815959176812	1.71416905458976	0.0864976824294485	0.356430776336516
ENSG00000008128	528.849291484067	0.0230078675552654	0.121475978126468	0.189402612023524	0.84977727742286	0.958580434055255
ENSG00000008130	1174.09577489884	0.0282665340085679	0.0800260213584496	0.353216785349824	0.723925925004708	0.905535133452665
ENSG00000008256	2247.61418220961	0.113381097937894	0.0858721490422687	1.32034774024445	0.186718943176079	0.521618785007885
ENSG00000008277	98.2796355920319	0.0136958887766978	0.214680984903025	0.0637964688995837	0.949132289943211	0.986252776345389
ENSG00000008282	2648.8263534113	0.0172348805178365	0.0913545099529644	0.188659328660514	0.850359830103466	0.95874601779774
ENSG00000008283	1875.75579428061	-0.0157024624570826	0.0837292023371922	-0.187538660572043	0.851238314613343	0.959083637128846
ENSG00000008294	1178.75877601064	-0.171019662017702	0.104135540828239	-1.64227948169762	0.100532097330976	0.388289069559619
ENSG00000008300	305.218968915427	0.0669325722943326	0.120835034072481	0.553916939802277	0.579635691360305	0.841113667587756
ENSG00000008311	6.04059549809294	0.561779089606799	0.849214238584136	0.661528109259488	0.508273694166851	NA
ENSG00000008323	25.8295859645388	0.455430629280051	0.3499527006041	1.30140624288331	0.193119437885588	NA
ENSG00000008324	208.875326782095	-0.0164581698338974	0.156628874134765	-0.105077495607461	0.916314316336288	0.977261002628791
ENSG00000008382	258.278133747427	0.334876163630843	0.129464856768962	2.58661826837262	0.00969229020641483	0.0878075196761678
ENSG00000008405	243.469017794232	-0.362588177387017	0.139999330327404	-2.58992794136274	0.00959960238526104	0.0871963883327878
ENSG00000008441	652.236860056924	-0.167656408367454	0.107020432328275	-1.56658317220383	0.117212153745326	0.421063802231437
ENSG00000008513	238.420823156372	-0.759189949913264	0.12684776886988	-5.98504772040602	2.16326427926744e-09	1.5860075076034e-07
ENSG00000008517	523.798136163073	0.252704296738944	0.144017908294189	1.75467273294054	0.0793153026154679	0.340037097916714
ENSG00000008710	265.859007128884	-0.106732948359622	0.137435343257963	-0.776604807973495	0.437391964032533	0.753898239712946
ENSG00000008735	23.6459906134251	0.0574981471829011	0.426402256578859	0.134844847314422	0.892734546599846	NA
ENSG00000008838	600.25351569087	0.00552929758168624	0.098341895615527	0.0562252491380004	0.955162367071047	0.98821796515868
ENSG00000008853	150.457703419258	-0.213850035790435	0.156990081965235	-1.36218819121192	0.173138501580721	0.504591561955972
ENSG00000008869	358.476287120903	0.0240997789836929	0.114233545026871	0.210969369619265	0.832911172915113	0.951422289558659
ENSG00000008952	2809.63431361186	0.0194879296155958	0.0942853089293907	0.206691051202793	0.836251146601404	0.952831209314477
ENSG00000008988	10766.7453670962	0.16673247535507	0.0894080092334638	1.86484943333986	0.0622025120049017	0.297187098667329
ENSG00000009307	9989.12756069281	-0.0180385180086464	0.0754957830051804	-0.238934113808828	0.811156672542329	0.944331779779804
ENSG00000009335	1674.36524251312	-0.237788970287133	0.0893104926455119	-2.66249757719909	0.00775631279680814	0.0751057427030549
ENSG00000009413	215.678342306948	-0.177170854918754	0.130626063671355	-1.35632085924676	0.174997101441122	0.506744855824829
ENSG00000009694	9.557981065578	0.154560065970882	0.648294583882989	0.238410237897003	0.811562927639153	NA
ENSG00000009724	19.9415427156266	0.11099556288451	0.447748280413018	0.247897239900338	0.804213915508819	NA
ENSG00000009780	113.044967037367	-0.20482840208475	0.18482280065573	-1.10824206406375	0.267757288947348	0.61934867108537
ENSG00000009790	42.979423926863	0.0521189994715862	0.266990367366781	0.195209287831674	0.845229108295958	0.956600838636526
ENSG00000009830	326.94540139335	-0.088069393973521	0.115854197187627	-0.760174392567684	0.447150349530964	0.76056048670577
ENSG00000009844	646.749187186436	-0.0674454113667583	0.101229232153948	-0.666264180135122	0.505242256628897	0.797241491940766
ENSG00000009950	10.636785141674	0.202789954805696	0.606852395248426	0.334166852423282	0.738253655575426	NA
ENSG00000009954	2217.33119194008	-0.146332862069449	0.0856762452016786	-1.70797473354472	0.0876410308037904	0.3595563605352
ENSG00000010017	651.212248988452	-0.192133449136573	0.0870155357644941	-2.20803615640061	0.027241752832361	0.180784843553982
ENSG00000010030	30.1183381889443	-0.134469974447818	0.34289590993841	-0.39215975038014	0.694940181562497	0.892504089234133
ENSG00000010072	229.918974451844	-0.293794185224139	0.122602099218321	-2.3963226331139	0.0165605062471557	0.128935370067141
ENSG00000010165	525.88205322802	-0.280175362839282	0.115434156386641	-2.42714437051759	0.0152181986282855	0.121795030867181
ENSG00000010219	115.816317026527	0.219311438800409	0.204032336485789	1.07488569007141	0.282425909465853	0.632135185697059
ENSG00000010244	1856.2229179002	-0.0702985673649818	0.0932281867578317	-0.754048424727904	0.450820144875472	0.763159940136227
ENSG00000010256	2128.36355424536	0.0259465968103695	0.0831226198171905	0.312148448490113	0.754927708084694	0.918002229290075
ENSG00000010270	360.994608863421	0.00741114519279615	0.118467091009029	0.0625586830036312	0.950117931125134	0.986538076891712
ENSG00000010278	5724.72764569858	0.149634517590924	0.0642122350664547	2.33031162108069	0.0197896869964904	0.146837079979227
ENSG00000010292	3734.08486398496	0.127724114701347	0.0675757328463926	1.89008848770725	0.0587461265314104	0.287933163743487
ENSG00000010310	8.49575870438462	0.354359674534654	0.740945961725363	0.478253061410165	0.632470100339662	NA
ENSG00000010318	67.7255920722376	0.152525029538604	0.230995261210582	0.660295058605369	0.509064500527931	0.799020710814419
ENSG00000010319	18.2153944102517	0.478317709272052	0.537402004099855	0.89005568573052	0.373435986094799	NA
ENSG00000010322	413.646302764593	-0.199926588940583	0.122120964524845	-1.63711930804403	0.101605542972935	0.390110808228691
ENSG00000010361	8.17528823111101	0.59821830813406	0.776434434048237	0.770468544285215	0.441022007271152	NA
ENSG00000010404	1240.71259045168	-0.0117983534099128	0.0860456173685235	-0.137117424114488	0.890937980099654	0.971327614420716
ENSG00000010438	137.39184267743	-0.00357351859046026	0.155979264722555	-0.0229102156419097	0.98172189163141	0.994361016884323
ENSG00000010539	88.2312391584076	-0.188762569373078	0.185112519915493	-1.01971800426709	0.307862220377008	0.65763769829754
ENSG00000010626	89.9837456780756	0.404631982965867	0.219668169313812	1.84201463612063	0.065473009019424	0.305813823319016
ENSG00000010704	422.650523313977	0.411344803834362	0.117431585714602	3.50284637077171	0.000460314871858674	0.00835007109968084
ENSG00000010803	484.777196289352	-0.0895055159446033	0.106269237316216	-0.842252360184631	0.399646711023465	0.728468930799783
ENSG00000010810	195.710968046458	-0.0753260856232718	0.142304454600517	-0.529330482553973	0.596576213299004	0.85068170833548
ENSG00000010818	248.994852430034	0.192469609916249	0.129369123861748	1.48775537911143	0.136815417052368	0.452998788127423
ENSG00000011007	683.6918170084	-0.397042497462077	0.0869670804395007	-4.56543436269868	4.98461146366451e-06	0.000183818740712442
ENSG00000011009	783.703617277319	-0.0731065578585858	0.103342717988901	-0.707418570764103	0.479306399647123	0.780901709583811
ENSG00000011021	93.7632672412093	0.0482895170511644	0.192712841244624	0.250577578220992	0.80214071873919	0.940514376405703
ENSG00000011105	60.2150219549282	0.00309899329968353	0.240396986400869	0.0128911487039853	0.989714636352094	0.996918153087074
ENSG00000011114	403.29246012242	-0.137663225028615	0.123038481649535	-1.11886316527163	0.263198519336556	0.61437179243286
ENSG00000011132	257.582164848964	0.268616593882007	0.1366312015369	1.96599745051252	0.0492989051117102	0.260383625326302
ENSG00000011143	201.685879641061	0.0722413966104813	0.145065355784476	0.4979920686081	0.61848963250846	0.860529525940121
ENSG00000011198	188.143109170213	-0.129694565645567	0.140166512663099	-0.925289237646211	0.354815475466837	0.696702173507292
ENSG00000011243	645.408495671775	-0.419944625511104	0.111439782899331	-3.76835466280888	0.000164327116398282	0.00360787360548598
ENSG00000011258	281.160614395447	0.378737800709211	0.13214917688638	2.86598683119188	0.00415711538165385	0.0473227265765531
ENSG00000011260	827.452662163818	-0.28298608772215	0.0904968961995515	-3.12702534126859	0.00176584705873428	0.0244381328341912
ENSG00000011275	776.292352831719	-0.0515211646557746	0.0973143813271238	-0.529430120740175	0.596507107933104	0.85068170833548
ENSG00000011295	698.877117885409	-0.129599600468159	0.0931694171661284	-1.39101010192081	0.164222363470656	0.494491279860753
ENSG00000011304	8315.04398280089	-0.0778208545277085	0.0889826681868036	-0.874561935638266	0.381812306583202	0.714284218035265
ENSG00000011332	42.5982375618297	-0.0398088638538795	0.256092376711767	-0.155447281816923	0.876468711650188	0.967046938287938
ENSG00000011347	389.149906278695	-0.0663728277541496	0.136600310678598	-0.485890752549722	0.62704462524576	0.864098081131353
ENSG00000011376	258.86586500625	-0.155231902687682	0.133135134203945	-1.16597248063676	0.243625572053701	0.593734897306179
ENSG00000011405	1039.99935517005	-0.0799899024828405	0.093887113780227	-0.851979566334126	0.394225433334623	0.724943962732539
ENSG00000011422	502.921492161219	-0.66104457101566	0.0988189122517209	-6.68945403215717	2.24004732987094e-11	2.22505346467906e-09
ENSG00000011426	7502.17893140263	0.0185931047080229	0.0829460291072541	0.22415906955571	0.822633530834411	0.949168824289222
ENSG00000011451	767.565753345446	-0.14706378095322	0.106304190825598	-1.38342411349043	0.166534861018437	0.497142482589454
ENSG00000011454	480.15539802825	0.0596556200666921	0.105641127988449	0.564700710817998	0.572277350675212	0.838371463660313
ENSG00000011478	264.189675660913	0.165573714508513	0.131945325688748	1.25486608672362	0.209527376932366	0.550476898368804
ENSG00000011485	1009.99204189836	-0.152651705187207	0.0787258086198726	-1.93903000633865	0.0524976845054415	0.269534797854741
ENSG00000011523	163.683295824268	0.300089964342902	0.161343612787287	1.85994325501151	0.0628935547108188	0.298750448659142
ENSG00000011566	541.317142673457	0.0369231617006551	0.122202537493621	0.302147258624498	0.76253980775649	0.922333905847895
ENSG00000011638	450.211812939137	0.482925574370011	0.116857757983091	4.13259318598162	3.58693267000863e-05	0.00102269096519667
ENSG00000012048	624.638187205258	0.00585583953323522	0.126913589585899	0.0461403664677832	0.963198372464421	0.990416957127464
ENSG00000012061	542.166462834931	-0.0730759972006282	0.104308889847722	-0.700573050938514	0.483569501415165	0.784228183180561
ENSG00000012124	11.0968931170495	-0.657701908915747	0.551652898607243	-1.19223865328406	0.233167681221689	NA
ENSG00000012171	283.248717713498	-0.0740647836123844	0.123294708597751	-0.600713400069915	0.548030892370675	0.821913590288906
ENSG00000012174	298.543514504127	-0.213727131144881	0.152584138389567	-1.40071657120223	0.161298845303479	0.489580551405359
ENSG00000012211	144.998951546258	-0.280979298652465	0.175121439305376	-1.60448257944303	0.108607721358398	0.405130871428312
ENSG00000012232	1183.18666431715	-0.3151432118062	0.094046202035134	-3.35094033556473	0.000805376527701856	0.0129854882812112
ENSG00000012660	1781.91095082151	-0.0055791477162322	0.0955766079280486	-0.0583735689849158	0.953451067757231	0.987608847158844
ENSG00000012822	760.608868472793	0.369136931639632	0.113084354900332	3.26426172714142	0.00109749731658493	0.016525518885546
ENSG00000012963	457.490287404005	0.0273096003163807	0.0966852064443417	0.28245893369532	0.777591631202017	0.928248183327472
ENSG00000012983	838.836556362343	-0.0123914218248418	0.104642832622728	-0.118416345527619	0.90573777504206	0.974746367426217
ENSG00000013016	43.0930816979887	-0.140060817808299	0.265970075881999	-0.526603669017406	0.598468843556273	0.851685816993947
ENSG00000013275	1537.57064304561	-0.0990734546280408	0.083177379907567	-1.19111054878308	0.233610189230254	0.580116270312306
ENSG00000013288	509.417079212451	-0.00132243825379255	0.105211788754932	-0.0125692973139435	0.989971415798474	0.99695044549107
ENSG00000013297	7.20185041331146	2.23221838417323	1.36950112964094	1.62995001308138	0.103112062128924	NA
